Document	Raw	to_grade	from_grade			
AR-130-82310	"'كيف يمكننا تعزيز ثقافة التسامح في مجتمعنا؟ في الرسالة التالية، سأحاول الإجابة على هذا السؤال الحيوي. نحن، كمجتمع إسلامي، قد تعلمنا في ديننا أن التسامح هو أحد القيم الأساسية، ولكن يبدو أن البعض لا يتبع هذا المبدأ، ربما بسبب نقص الإيمان أو بسبب الحقد والكراهية التي قد تملأ قلوبهم.

أعتقد أن لتعزيز هذه الثقافة، يجب علينا القيام بمجموعة من الأنشطة التي تعزز التسامح بين الأفراد في المدارس والجامعات وأماكن العمل، حيث يكون الناس أكثر عرضة للتعرض للتوترات والصراعات. يمكننا أيضا أن نقدم يوماً مخصصاً للتسامح، يشارك فيه الجميع في أنشطة تعزز الرحمة والغفران والمحبة، والتي هي جوهر التسامح.

التسامح ليس فقط عن الرحمة والغفران، بل هو أيضا عن المحبة والقبول. الإنسان قد يكون مدفوعًا بالغيرة أو الكراهية أو الغضب، وهذا قد يؤدي إلى تدمير الصداقات والعلاقات الأسرية. لذا، يجب علينا أن نجعل يوماً للتسامح، حيث يمكننا تنظيم أنشطة في جميع أنحاء البلاد، لتقريب الأقرباء وتعزيز الحب والسلام في ثقافتنا.

التسامح يعطي الجميع فرصة للتغيير والنمو، لأن الجميع يخطئ. لتعزيز ثقافة التسامح، يجب أن نبدأ بأنفسنا، ومن ثم ننصح الآخرين لتصحيح علاقاتهم مع الناس. إذا قام كل شخص بذلك، ستقل الكراهية في مجتمعنا.

يجب علينا أيضا أن نطور برامج تعليمية تشجع على التسامح. العديد من الناس يستخدمون اليوتيوب ووسائل الإعلام الأخرى، لذا يمكننا استخدام هذه الأدوات لنشر رسالة التسامح. إذا قمنا بإعداد يوم مخصص للتسامح، قد يتحفز البعض للمشاركة وبالتالي سننشر المحبة بين الناس.'"	C2	B1			
AR-130-82421	'إن الطريقة الجيدة لجعل الناس تحب بعضها البعض هي أن تكون لطيفاً مع الجميع. يجب أن نبتعد عن الأشياء السيئة لأنها تجعل الناس تكره بعضها البعض. التسامح هو شيء جميل لأنه يجعلنا سعداء. إذا لم نكن نحب بعضنا البعض، سيكون العالم مليء بالغضب والكراهية. الله يريدنا أن نكون لطفاء مع الناس. إذا كنا لطفاء مع الناس، سنكون سعداء وحياتنا ستكون جميلة. أنا جربت أن أكون لطيفة مع الناس الذين جعلوا حياتي صعبة. هذا جعلني أشعر بالسعادة. أنا أيضاً أصبحت أفضل في المدرسة. أنا أعرف أن الله هو الذي يحكم الناس. يجب علينا أن نكون لطفاء مع الناس حتى لا يكون العالم مليء بالكراهية. التسامح يجعلنا نشعر بالسعادة.'	A1	B2			
AR-130-82421	' الحل الوحيد للتعامل مع الناس هو التسامح. التسامح جميل و يجعل الناس سعداء. بدون التسامح، سيكون هناك الكثير من الغضب والمشاكل. الله يقول لنا أننا يجب أن نتسامح. إذا لم نكن نتسامح، لن نكون سعداء. إذا كنا نتسامح، ستكون الحياة جميلة و سعيدة. أنا أحاول أن أتسامح مع الناس الذين أعطوني مشاكل. هذا يجعلني أشعر بالسعادة و الراحة. أيضا، أنا أفعل أفضل في المدرسة. أنا أعرف أن الله سيحاسب الناس، ليس أنا. لذلك، يجب على الناس أن يتسامحوا. التسامح يجعل الناس يشعرون بالراحة. '	A2	B2			
AR-130-82421	'إن الحل الأمثل لتعزيز ثقافة التسامح في المجتمع يكمن في التعامل المتوازن مع الجميع، والابتعاد عن الغش والخراب، لأنهما يتسببان في تأجيج العداوة بين الأفراد. التسامح يعد سراً للسعادة ورضى الله، وفي غيابه، سيغدو الكون مليئاً بالحقد والكراهية والنزاعات الدائمة بين الناس. الله تعالى أمرنا بالتسامح، لأنه في حالة عدم التسامح، ستصبح الحياة غير مرغوبة ومرهقة. إذا عززنا التسامح في المجتمع، مثل نشر الحب والتعاون بين الأفراد، أو تقديم الخير لهم، ستصبح الحياة أكثر جمالاً وتملؤها الفرحة والسعادة. قمت بتجربة التسامح مع الأشخاص الذين تسببوا في العديد من المشاكل في حياتي، وهذا أدى إلى الشعور بالراحة في قلبي والسعادة، كما أنني نجحت في دراستي وأصبحت حياتي مليئة بالنجاح. وقد أدركت أن العمل الذي قمت به كان الخطوة الصحيحة، لأنه في النهاية، لست أنا التي سأحاسب الناس، بل الله تعالى هو الذي سيحاسب الجميع في يوم القيامة. لذا، يجب على الإنسان أن يتسامح مع الآخرين لكي لا يغلب الكون الكراهية والحقد والأشياء السلبية، ويجب أن يتذكر أن التسامح هو الحل الأمثل للشعور بالراحة النفسية في قلب الإنسان.'	C1	B2			
AR-130-82421	"'إن الحل الأمثل لتعزيز ثقافة التسامح في المجتمع هو أن تتعايش بسلام مع الجميع, وأيضاً الابتعاد عن الغش والتخريب لأنهما سيؤديان إلى العداوة بين الأفراد. التسامح هو شيء رائع لأنه مفتاح السعادة ورضا الخالق, ودون التسامح سيكون الكون مليء بالحقد والكراهية والنزاعات بين البشر. الله سبحانه وتعالى أمرنا بالتسامح لأنه إن لم تتسامح ستكون حياتك مليئة بالتوتر والضيق. إذا تعززنا التسامح في المجتمع مثل نشر الحب والمودة بين الأفراد, أو ممارسة الخير معهم ستكون الحياة جميلة ومليئة بالفرح والسعادة. لقد جربت أن أكون متسامحة مع الأشخاص الذين أحدثوا الكثير من التوتر في حياتي وهذا أدى إلى الشعور بالراحة في نفسي والسعادة, وأيضاً نجحت في دراستي وأصبحت حياتي مزدهرة وأقنعت نفسي أن العمل الذي قمت به كان الخيار الصحيح لأن في النهاية لست أنا التي ستحاسب الأشخاص بل الله سبحانه وتعالى والذي سيحاسب البشر يوم القيامة. لذلك يجب على الإنسان أن يتسامح مع الناس حتى لا ينتشر الكون بالكراهية والحقد والأمور السلبية, ويتذكر أن التسامح هو الحل الأمثل للشعور بالراحة النفسية في قلب الإنسان.'"	C2	B2			
AR-130-82789	ظهرت أجهزة جديدة مثل الهاتف. الهاتف مهم في حياتنا. يمكننا العمل والتحدث مع الأصدقاء بسهولة. لكن هناك مشاكل. الناس يستخدمون الهاتف كثيرا. هذا يسبب مشاكل صحية مثل عدم النوم والتعب. الأطفال والشباب يشعرون بالخوف والقلق. إذا استخدمنا الهاتف بشكل أقل وتقليل الأطفال من استخدام الكمبيوتر، ستصبح الحياة أفضل.	A1	B2			
AR-130-82789	ظهرت في الآونة الأخيرة أجهزة الكترونية و برامج التواصل. هذه الأجهزة الذكية أصبحت جزء في حياتنا، جعلت العمل و التواصل مع الأحباب أسهل. لكن هناك سلبيات. الصغار و الكبار أصبحوا يحبون الوسائل الاجتماعية كثيرا. هذا أدى لمشاكل صحية مثل قلة النوم و فقدان الذاكرة و الخمول. ولا تقتصر المشاكل على الجسد بل أيضا على النفس، فهناك الكثير من الأطفال و الشباب الذين يعانون من الخوف و قلة الثقة بالنفس و عدم تحمل المسؤولية. لكن إذا تعلم الناس حده مع هذه الأجهزة و قام الأهالي بتقليل استخدام الحاسوب لأبنائهم سوف تقل العادات السيئة.	A2	B2			
AR-130-82789	ظهرت في العصر الحديث أجهزة إلكترونية متطورة، بما في ذلك برامج التواصل الاجتماعي المتقدمة. هذه الأجهزة الذكية المتقنة أصبحت عنصرا أساسيا في حياتنا اليومية، حيث سهلت تنفيذ مهامنا وتحسين تواصلنا مع أحبائنا. ومع ذلك، مع الفوائد تأتي التحديات. فقد أصبح الأطفال والبالغين مهووسين بوسائل التواصل الاجتماعي بشكل كبير، مما أدى إلى مشاكل صحية مثل الأرق وفقدان الذاكرة والخمول. والمشاكل لا تقتصر فقط على الجسد، بل تمتد أيضا إلى الصحة النفسية، حيث يعاني العديد من الأطفال والمراهقين من الرهاب الاجتماعي وانعدام الثقة بالنفس وعدم القدرة على تحمل المسؤولية. ولكن إذا تمكن الفرد من التعرف على حدود استخدام هذه الأجهزة، وقام الأهالي بتقليل وقت استخدام أبنائهم للحواسيب والأجهزة الذكية، فسوف تتراجع هذه العادات السلبية بشكل ملحوظ.	C1	B2			
AR-130-82789	'لقد ظهرت في العقد الأخير مجموعة متنوعة من الأجهزة الإلكترونية المتطورة، بما في ذلك تطبيقات التواصل الاجتماعي الحديثة. هذه الأجهزة الذكية التي تعد بمثابة معجزات تكنولوجية، أصبحت جزءًا لا يتجزأ من حياتنا اليومية، حيث تسهل علينا القيام بمهامنا اليومية وتعزز التواصل مع أحبائنا. ولكن، كما يقول الحكماء، كل وردة لها شوكة. فقد أصبح الأطفال والبالغين مهووسين بوسائل التواصل الاجتماعية لدرجة تسبب مشاكل صحية جسيمة، مثل الأرق المزمن وفقدان الذاكرة والخمول العام. وليس فقط الأمور الجسدية التي تتأثر، بل أيضًا الصحة النفسية، حيث يعاني الكثير من الأطفال والمراهقين من الرهاب الاجتماعي وقلة الثقة بالنفس وعدم القدرة على تحمل المسؤولية. ولكن، إذا تمكن الفرد من فهم الحدود المناسبة لاستخدام هذه الأجهزة، وقام الأهالي بتقليل وقت استخدام أبنائهم للحواسيب، فإنه سيكون بالإمكان التقليل من هذه العادات السلبية والآثار الضارة. '	C2	B2			
AR-130-83139	'تغيرت طرق التحدث مع الناس على الانترنت. هذا يغير الناس و البلد. الناس يحسون انهم مختلفين لأنهم يشوفون الناس الآخرين على الانترنت. الناس يحكون عن كل شيء في حياتهم. الناس يحبون الناس الجدد من الإنترنت. الانترنت مفيد لكن لازم نستخدمه بشكل صحيح.'	A1	B1			
AR-130-83139	"'تغيرت طرق التواصل الاجتماعي في السنين، خاصة الآن. لها تأثيرات على الناس و المجتمع. أولاً، الناس يشعرون بأنهم ليسوا جزءاً من المجتمع لأنهم يقارنون أنفسهم مع أصدقائهم ويقولون ""لماذا هذا الشخص لديه هذا و أنا لا"". ثانياً، الناس ليس لديهم خصوصية لأنهم يقولون كل شيء عنهم. إذا سافروا، يقولون للناس. إذا اشتروا سيارة، يقولون للناس. ثالثاً، التواصل الاجتماعي يجعل الناس يحبون بعضهم البعض لأننا نتعرف على ناس من بلدان أخرى. في النهاية، التواصل الاجتماعي مفيد، ولكن فقط قليلاً. يجب علينا ألا نعتمد عليه كثيراً. '"	A2	B1			
AR-130-83139	"'تعد وسائل التواصل الاجتماعي من الظواهر التي شهدت تطوراً ملحوظاً عبر العقود الأخيرة، وخاصة في العصر الحديث، وهي تحمل في طياتها آثاراً متباينة على الفرد والمجتمع. أولاً، قد يتسبب الاستخدام المفرط لوسائل التواصل الاجتماعي في تنمية الشعور بالغربة والعزلة لدى الفرد، حيث يقوم بمقارنة حياته بحياة الآخرين ويتساءل ""لماذا يتمتع الآخرون بما لا أمتلك؟"". ثانياً، يتلاشى الحق في الخصوصية تدريجياً، حيث يصبح الفرد يشارك تفاصيل حياته اليومية بكل شفافية، سواء كانت رحلة سفر أو شراء سيارة جديدة. 

ثالثاً، على الرغم من الجوانب السلبية المرتبطة بوسائل التواصل الاجتماعي، يجب أن نقدر القيمة الإيجابية لها في تعزيز التعايش والتفاهم بين مختلف الثقافات والمجتمعات، حيث تسمح بالتعرف على أشخاص من دول وثقافات مختلفة. ولكن في النهاية، يتعين علينا أن نتعامل مع وسائل التواصل الاجتماعي بحذر وبشكل معتدل، فهي أداة مفيدة ولكنها يجب أن لا تصبح العامل الرئيسي في حياتنا.'"	C1	B1			
AR-130-83139	"'لقد شهدت وسائل الاتصال الاجتماعي تطوراً متسارعاً ومتقدماً على مر العقود، خصوصاً في هذا العصر الرقمي، وهو ما أثر بشكل ملحوظ على الأفراد والمجتمعات. أولاً، يمكن أن يتغلب على الفرد شعور العزلة والغربة داخل مجتمعه الخاص، نظراً لأنه يجد نفسه في مقارنة دائمة مع أقرانه، ويتساءل بداخله ""لماذا يتمتع هذا الشخص بتلك الامتيازات والمزايا التي أنا بحاجة إليها؟"". ثانياً، يبدو أن الخصوصية أصبحت مفهوماً غائباً بالنسبة للفرد، حيث ينشر تفاصيل حياته بأكملها بلا رادع، سواء كانت تتعلق برحلاته أو مشترياته الجديدة. ثالثاً، يمكن للتواصل الاجتماعي أن يولد الألفة والتعاطف بين المجتمعات المختلفة، حيث يتيح لنا التعرف على أشخاص من ثقافات ودول متعددة. في النهاية، يمكن القول أن الاتصال الاجتماعي يمثل أداة فعالة ومفيدة، ولكن يجب أن نحافظ على استخدامه بشكل معتدل ومنتظم، وأن لا نعتمد عليه كوسيلة اتصال رئيسية وحصرية.'"	C2	B1			
AR-130-83165	'الفيسبوك و الانستجرام هما جزء من حياتنا اليوم. في هذا الزمن، الكمبيوتر مهم جدا ولا يمكننا العيش بدونه. الفيسبوك و الانستجرام يمكن ان يكون جيد و سيء. الجيد فيهم، يمكننا ان نرى الناس الجيدة من كل الدول، و الكلام مع الناس من كل الدول. هذا يساعدنا على التفكير و تعلم عن العالم. ولكن في الوقت نفسه، يمكن ان يكون سيء اذا كنا نتعلم افكار غير صحيحة. الفيسبوك و الانستجرام يمكن ان يكون جيد للناس اذا كانوا يستخدمونه لتعلم اشياء جديدة. ولكن اذا كان الناس يستخدمونه بطريقة غير صحيحة، يمكن ان يكون سيء للناس.'	A1	B1			
AR-130-83165	'التواصل الاجتماعي مهم في حياتنا اليوم. التكنلوجيا في القرن الواحد و العشرين مهمة جدا ولا نستطيع الاستغناء عنها. التواصل الاجتماعي مثل السلاح، له جانبين. يمكن أن يكون جيد أو سيء على الناس و المجتمع. الجانب الجيد من التواصل الاجتماعي هو أن الناس يمكنهم التحدث مع الناس من بلدان أخرى. هذا يساعد الناس على تعلم أشياء جديدة. ولكن، التواصل الاجتماعي يمكن أن يكون سيء أيضا. بعض الناس يمكن أن يتعلموا أفكار سيئة من الانترنت. التواصل الاجتماعي يمكن أن يكون جيد أو سيء على المجتمع، حسب كيفية استخدام الناس له. إذا استخدم الناس الانترنت لتعلم أشياء جديدة و تطوير أنفسهم، فهذا جيد. ولكن إذا استخدم الناس الانترنت بطريقة سيئة، فهذا سيء على المجتمع.'	A2	B1			
AR-130-83165	'تشكل وسائل التواصل الاجتماعي جزءاً لا يتجزأ من حياتنا المعاصرة، ففي القرن الحادي والعشرين، وصلت التكنولوجيا إلى ذروة تطورها، وأصبحت جزءاً لا يمكننا التغاضي عنه. يمكن القول أن وسائل التواصل الاجتماعي هي سيف ذو حدين، فهي تحمل آثاراً إيجابية وسلبية على الفرد والمجتمع بحسب كيفية استخدامها. من الجوانب الإيجابية لوسائل التواصل الاجتماعية، القدرة على متابعة الأشخاص الملهمين والناجحين من جميع أنحاء العالم، والتواصل بين الأفراد من مختلف الثقافات والجنسيات، مما يتيح التعرف على ثقافات متنوعة بطريقة سهلة وسريعة، وهذا ينمي التفكير النقدي ويوسع الأفق الثقافي للفرد ويعزز وعيه بالعالم بشكل عام. وفي الوقت نفسه، قد يكون للتواصل الاجتماعي تأثير سلبي على الفرد إذا كان يتعلم أو يتأثر بأفكار غير صحيحة أو غير ملائمة لثقافته وعاداته وأخلاقياته. تأثير وسائل التواصل الاجتماعي على المجتمع يعتمد بشكل كبير على كيفية استخدام الأفراد لها. فإذا كان الأفراد يستخدمونها لتطوير أنفسهم والحصول على فوائدها، فيصبح تأثيرها إيجابياً على المجتمع. ولكن إذا كان الأفراد يستخدمونها بطريقة غير صحيحة، فإن ذلك سوف ينعكس سلباً على المجتمع.'	C1	B1			
AR-130-83165	"'تمثل وسائل التواصل الاجتماعي جزءًا هامًا وحاسمًا من الحياة اليومية في القرن الواحد والعشرين، حيث بلغت التكنولوجيا أعلى مراحل التطور والنمو، وأصبحت جزءًا لا يمكن الاستغناء عنه في حياتنا. تعد وسائل التواصل الاجتماعي أداة ذات طابع ثنائي، حيث تتراوح تأثيراتها بين الإيجابية والسلبية على الأفراد والمجتمعات، وذلك بناءً على طريقة استخدامها.

من ناحية، تتيح وسائل التواصل الاجتماعي فرصًا غير محدودة للتواصل مع الأشخاص من مختلف الثقافات والجنسيات، مما يعزز التفكير العالمي ويوسع الأفق الثقافي للأفراد. يمكن للأفراد متابعة الملهمين والناجحين من جميع أنحاء العالم، والتعرف على ثقافات متنوعة بطريقة سهلة وسريعة، وهو ما يعزز التفكير النقدي ويوسع الأفق الثقافي للأفراد.

من ناحية أخرى، يمكن أن يكون لوسائل التواصل الاجتماعي تأثير سلبي إذا استخدمت بطريقة غير صحيحة. فالأفراد قد يتأثرون بأفكار خاطئة وغير ملائمة لثقافتهم وعاداتهم وقيمهم الأخلاقية. 

بالنسبة للمجتمع، يمكن أن يكون تأثير وسائل التواصل الاجتماعي إيجابيًا أو سلبيًا، حسب طريقة استخدام الأفراد لها. إذا استخدم الأفراد وسائل التواصل الاجتماعي لتطوير أنفسهم والحصول على المعرفة والمعلومات القيمة، فإن تأثيرها على المجتمع سيكون إيجابيًا. ولكن، إذا استخدم الأفراد وسائل التواصل الاجتماعي بطريقة غير صحيحة أو غير ملائمة، فقد يكون لها تأثير سلبي على المجتمع.'"	C2	B1			
AR-130-83576	'في السنة الماضية، اخترع الناس الكهرباء. الكهرباء مهمة جدا في حياتنا اليوم. الكهرباء تساعدنا في العديد من الأشياء، مثل الطبخ والتنظيف والعمل. اليوم، نستخدم الكهرباء في كل شيء. ولكن، الكهرباء يمكن أن تكون خطرة أيضا. لذلك، يجب أن نكون حذرين عند استخدام الكهرباء. اليوم، لدينا الكمبيوتر والهاتف. نستخدمها للتحدث مع الأصدقاء والعائلة. ولكن، هناك بعض المشاكل مع الكمبيوتر والهاتف. بعض الناس يستخدمونها لنشر الأخبار الكاذبة والكلام السيء. لذلك، يجب أن نكون حذرين عند استخدام الكمبيوتر والهاتف.'	A1	B1			
AR-130-83576	'في الأيام القديمة، اخترع الناس الكهرباء. اليوم، نستخدم الكهرباء في الكثير من الأمور. الناس تطورت كثيرًا منذ ذلك الحين. اليوم، لدينا الحاسوب والهاتف المحمول. الناس تحب التحدث مع بعضها البعض. لذلك، اخترعنا مواقع التواصل الإجتماعي. الآن، يمكن للناس التحدث مع بعضهم البعض بسرعة. ولكن، هناك أيضًا مشاكل. الشائعات يمكن أن تنتشر بسرعة على المواقع الاجتماعية، وقد يكون الناس غاضبين أو عنصريين.'	A2	B1			
AR-130-83576	'خلال العقود الأخيرة التي شهدت تقدمًا هائلًا في تطور البشرية والعلم، أبدع أحد العلماء البارزين في اكتشاف الكهرباء بعد سلسلة من التجارب المتعددة والدقيقة. في العصر الحديث، تعتبر الغالبية العظمى من هذه الابتكارات المتقدمة والاختراعات الرائعة متفرعة من الكهرباء. ومنذ تلك النقطة الفارقة في التاريخ، لم تتوقف البشرية عن التطور والتقدم، فهي تسعى باستمرار لتوسيع أفق العلوم وتبسيط طرق العيش بأمان وراحة. في عصرنا الحالي، شهدنا ظهور الحواسيب والهواتف المحمولة الذكية، وهي تقنيات تلعب دورًا حاسمًا في حياتنا اليومية. يتميز الإنسان بأنه مخلوق اجتماعي بطبعه، ويتوق للتواصل مع نظرائه. وبفضل التكنولوجيا الحديثة المتاحة، تم ابتكار مواقع التواصل الاجتماعي لتسهيل الاتصال بين الأفراد في غضون ثوانٍ معدودة. ولكن، مثل كل تقنية، توجد للتواصل الاجتماعي فوائد وأضرار. من الفوائد الرئيسية سرعة التواصل وفتح الأفق للتعرف على أشخاص من ثقافات مختلفة. ومع ذلك، تتمثل السلبيات في انتشار الشائعات والعدوانية والعنصرية، وهي تحديات يجب مواجهتها بحذر ودراية.'	C1	B1			
AR-130-83576	"'في العقود السابقة التي شهدت تقدمًا متسارعًا في تطور البشرية والعلم، أتم أحد العلماء البارزين اختراع الكهرباء بعد سلسلة من التجارب المتعددة والمعقدة. في العصر الحديث، ظهرت معظم هذه الاختراعات والابتكارات كفروع متعددة تنبع من الكهرباء. منذ ذلك الوقت، لم تتوقف البشرية عن التطور والتوسع في مجال العلوم، بل بذلت جهوداً كبيرة لتسهيل طرق العيش بأمان وراحة. في عصرنا الحالي، أصبحت الحواسيب والهواتف المحمولة جزءًا لا يتجزأ من حياتنا اليومية. وبالنظر إلى طبيعة البشر ككائنات اجتماعية تتمتع بالرغبة الشديدة في التواصل مع بعضها البعض، تم تطوير مواقع التواصل الاجتماعي لتسهيل التواصل بين الأشخاص في غضون ثوانٍ معدودة، وذلك بفضل التكنولوجيا الحديثة المتاحة. ومع ذلك، فإن كل تقدم يحمل معه فوائد وأضرار. الفوائد تتمثل في سرعة التواصل وفتح المجال للتعرف على أشخاص من أماكن وثقافات مختلفة، في حين تتمثل السلبيات في انتشار الشائعات والعدوانية والتحيز العرقي والاجتماعي.'

"	C2	B1			
AR-130-83934	'التواصل الاجتماعي مهم جدا. التواصل الاجتماعي يساعد الناس في التحدث مع بعضهم البعض. التواصل الاجتماعي يمكن أن يساعد الناس عندما يكونون في خطر. يمكنك الاتصال بالشرطة أو الاسعاف. لكن، يجب أن نكون حذرين. يجب أن لا نقضي كل الوقت على المواقع الاجتماعية. يجب أن نجد الوقت للعب و التعلم و تحقيق أهدافنا. لذا، يجب أن نكون حذرين عند استخدام التواصل الاجتماعي.'	A1	B1			
AR-130-83934	"'وسائل التواصل الاجتماعي هي شيء مهم في حياتنا اليوم. المواقع تساعدنا في التواصل مع الناس. وهي تساعدنا أيضا في حالات الطوارئ مثل الاتصال بالاسعاف والشرطة. لذا، نحتاج إلى وسائل التواصل الاجتماعي في حياتنا.

لكن، كيف نستخدم هذه الوسائل مهم جدا. يجب أن نعرف كم من الوقت نقضيه على هذه المواقع. لا يجب أن نقضي كل وقتنا هناك. لأننا نحتاج إلى الوقت للتعرف على مهاراتنا وتحقيق أهدافنا. إذا قضينا كل وقتنا على المواقع، قد يصعب علينا تحقيق هذا. لذا، يجب أن نعرف كيف نستخدم وسائل التواصل الاجتماعي بشكل صحيح.'"	A2	B1			
AR-130-83934	"' تعتبر وسائل التواصل الاجتماعي واحدة من العناصر الأساسية في الحياة اليومية للأفراد في العصر الحديث. لقد ساهمت المنصات الاجتماعية في تسهيل الحياة بطرق لا تعد ولا تحصى، مثل تبسيط عمليات التواصل مع الآخرين، وحتى إنقاذ الأرواح من خلال التواصل السريع مع الخدمات الطارئة مثل الإسعاف والشرطة. ولذا، يصبح من الضروري الاعتراف بأهمية هذه المنصات في حياة كل فرد.

ومع ذلك، يعتمد الواقع الفعلي لأثر وسائل التواصل الاجتماعية على الطريقة التي يتم فيها استخدامها. يمكن أن يكون الأثر إيجابيًا أو سلبيًا، ولذا ينبغي أن نكون مدركين للوقت الذي نقضيه على هذه المنصات. لا يجب أن نترك هذه المواقع تستهلك كل وقتنا، حتى يكون لدينا الفرصة لاستكشاف مواهبنا الخاصة وتحقيق أهدافنا في الحياة. قضاء كل وقتنا على مواقع التواصل الاجتماعي قد يعيق تحقيق هذا الهدف. لذا، يتعين علينا أن نكون حذرين ونمنح أنفسنا الفرصة لاستكشاف الحياة بشكل أكبر وأعمق.'"	C1	B1			
AR-130-83934	"' تُعتبر وسائل التواصل الاجتماعي من أبرز المكونات الأساسية في حياة الأفراد في العصر الحديث، فقد ساهمت منصات التواصل الاجتماعي بشكل كبير في تسهيل مهام الحياة اليومية، مثل تبسيط أساليب التواصل مع الآخرين، وإنقاذ العديد من الأرواح من خلال التواصل السريع مع الخدمات الطارئة مثل الإسعاف والشرطة، وغيرها من الخدمات الأساسية، ولهذا السبب، يُعتبر وجود منصات التواصل الاجتماعي في حياة كل فرد أمرًا حيويًا.

ومع ذلك، يتوقف الأثر النهائي لوسائل التواصل الاجتماعي على الطريقة التي يتم بها استخدامها، حيث يمكن أن تكون النتائج إيجابية أو سلبية. لذا، يجب أن نكون مدركين للوقت الذي نقضيه على هذه المنصات، وأن لا نسمح لها بأن تستحوذ على كل وقتنا، حتى نتمكن من استغلال الفرص المتاحة لنا لاكتشاف مواهبنا وتحقيق أهدافنا. إذ يمكن أن يعيق قضاء جميع وقتنا على منصات التواصل الاجتماعي تحقيق هذه الأهداف. لذا، يجب أن نكون حذرين ونعطي أنفسنا الفرصة لاستكشاف الحياة بشكل أكبر وأعمق.'"	C2	B1			
AR-130-84014	'التواصل الاجتماعي له تأثيرات على الناس و المجتمع، غير حياتهم كثير. التواصل الاجتماعي اقل من الحديث مع الناس. الناس يستخدمون التواصل الاجتماعي كثير و هذا يعطيهم عذر لعدم الحديث. التواصل الاجتماعي يعلم الناس أشياء جديدة و لكن أيضا يضيع الوقت. الناس يعتمدون على الهاتف كثير و هذا يجعلهم كسول. الهاتف يجعل العمل صعب و نادر. الناس يعتمدون على التواصل الاجتماعي و هذا يجعلهم لا يحبون العمل الصعب. في النهاية، التواصل الاجتماعي له تأثير كبير على الناس. بعض الأشياء جيدة و بعض الأشياء سيئة. ولكن كل شخص يمكنه الحرص على نفسه لتقليل الأشياء السيئة و الاستفادة من الأشياء الجيدة. '	A1	B1			
AR-130-84014	'الانترنت له تأثيرات كثيرة على الناس، و غيرت حياتهم كلها منذ عرفوا عنه. واحدة من الطرق التي تأثرت فيها الناس هي انهم اصبحوا يستخدمون الانترنت للتحدث مع الاخرين و هذا يعطيهم سبب لعدم الذهاب لرؤية الاخرين. بالإضافه الى ذلك، الانترنت يعلم الناس عن الثقافات الاخرى و لكن في المقابل يوجد اشياء لا تفيد الا في اضاعة الوقت. بعد ذلك، احد الطرق التي تأثر فيها الناس هو انهم اصبحوا يعتمدون على الانترنت للقيام بكل شيء مما جعلهم كسلانين في القيام بالاشياء التي لا يمكنهم القيام بها عبر الانترنت. ايضا، الانترنت جعل الناس يشعرون ان العمل الشاق شيء صعب و نادر؛ و هذا بسبب ان الناس اعتادوا على القيام بكل شيء بسهولة عبر الانترنت. في الاخير، الانترنت له تأثير كبير على الكل. بعض التأثيرات جيدة و بعضها سيء؛ لكن مع ذلك يمكن لكل شخص ان يحافظ على نفسه للحد من التأثيرات السيئة و الاستفادة من الخدمات الجيدة التي يوفرها.'	A2	B1			
AR-130-84014	"'التأثير الذي يتركه وسائل التواصل الاجتماعي على الفرد وعلى المجتمع ليس بالهين، فقد غيرت هذه الوسائل بنية حياتنا بشكل جذري منذ أن تم تقديمها إلينا. من الجوانب الملحوظة التي تأثرت بها المجتمعات هو الانحسار الواضح للتواصل البشري المباشر؛ فقد أصبح الأفراد يعتمدون بشكل كبير على وسائل التواصل الاجتماعي لتنفيذ مهامهم الاجتماعية، ما يعطيهم الحجة لتجنب التواصل المباشر. بالإضافة إلى ذلك، فقد أسهمت وسائل التواصل في نشر الوعي الثقافي في المجتمع، ولكنها في المقابل تشجع على التركيز على مواضيع تافهة لا تفيد سوى في إضاعة الوقت. 

بالنسبة للفرد، فإن التكنولوجيا والتواصل الاجتماعي أدت إلى زيادة الاعتمادية والكسل. أصبح الفرد يعتمد بشكل كبير على الهاتف لتنفيذ معظم مهامه، مما أدى إلى تراجع نشاطه في تنفيذ المهام التي لا يمكن تنفيذها عبر الهاتف. واحدة من الطرق الأخرى التي ساهمت في تأثير التواصل الاجتماعي على الفرد هو أنه أدى إلى تقليل الحماس والإلتزام بالعمل، وأصبح الجد والمثابرة في العمل شيئاً نادراً بين الناس؛ وذلك بسبب التعود على إنجاز الأمور بطرق سهلة من خلال التواصل الاجتماعي، مما أدى إلى ضعف الدافع للتحدي والإلتزام بالأعمال الصعبة التي تتطلب الجد والمثابرة، حيث أن الفرد لم يعتد على مواجهة التحديات.

في الختام، فإن وسائل التواصل الاجتماعي قد تركت بصمة كبيرة على الجميع، سواء بالتأثيرات الإيجابية أو السلبية. ولكن، يمكن لكل فرد أن يتحكم في تأثيراته السلبية وأن يستفيد من الفوائد الإيجابية التي توفرها هذه الوسائل.'"	C1	B1			
