	Document	Sentence	POS	LEX	lemma#pos	readability
20604	AR-130-91256	يوم	noun	يَوْم	يَوْم#noun	1
20605	AR-130-91256	ل	prep	لِ	لِ#prep	1
20606	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20607	AR-130-91256	نا	noun_prop	نا	نا#noun_prop	0
20608	AR-130-91256	نعيش	verb	عاش	عاش#verb	1
20609	AR-130-91256	في	prep	فِي	فِي#prep	1
20610	AR-130-91256	دولة	noun	دَوْلَة	دَوْلَة#noun	1
20611	AR-130-91256	مثل	noun	مِثْل	مِثْل#noun	1
20612	AR-130-91256	دولة	noun	دَوْلَة	دَوْلَة#noun	1
20613	AR-130-91256	الامارات	noun	أَمارَة	أَمارَة#noun	3
20614	AR-130-91256	.	punc	.	.#punc	0
20615	AR-130-91256	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20616	AR-130-91256	التواصل	noun	تَواصُل	تَواصُل#noun	3
20617	AR-130-91256	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20618	AR-130-91256	ل	prep	لِ	لِ#prep	1
20619	AR-130-91256	ها	pron_dem	ها	ها#pron_dem	5
20620	AR-130-91256	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
20621	AR-130-91256	كبير	adj	كَبِير	كَبِير#adj	1
20622	AR-130-91256	على	prep	عَلَى	عَلَى#prep	1
20623	AR-130-91256	أفراد	noun	فَرْد	فَرْد#noun	3
20624	AR-130-91256	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20625	AR-130-91256	.	punc	.	.#punc	0
20626	AR-130-91256	ل	prep	لِ	لِ#prep	1
20627	AR-130-91256	ه	abbrev	ه	ه#abbrev	0
20628	AR-130-91256	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
20629	AR-130-91256	سلبي	adj	سَلْبِيّ	سَلْبِيّ#adj	3
20630	AR-130-91256	و	conj	وَ	وَ#conj	1
20631	AR-130-91256	ايجابي	adj	إِيجابِيّ	إِيجابِيّ#adj	4
20632	AR-130-91256	.	punc	.	.#punc	0
20633	AR-130-91256	الفرد	noun	فَرْد	فَرْد#noun	3
20634	AR-130-91256	قد	part_verb	قَدْ	قَدْ#part_verb	3
20635	AR-130-91256	يتأثر	verb	تَأَثَّر	تَأَثَّر#verb	3
20636	AR-130-91256	على	prep	عَلَى	عَلَى#prep	1
20637	AR-130-91256	أي	pron_interrog	أَيّ	أَيّ#pron_interrog	1
20638	AR-130-91256	شيء	noun	شَيْء	شَيْء#noun	1
20639	AR-130-91256	يرى	verb	وَرَى	وَرَى#verb	5
20640	AR-130-91256	ها	pron_dem	ها	ها#pron_dem	5
20641	AR-130-91256	و	conj	وَ	وَ#conj	1
20642	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20643	AR-130-91256	تأثر	noun	تَأَثُّر	تَأَثُّر#noun	3
20644	AR-130-91256	هناك	adv	هُناكَ	هُناكَ#adv	1
20645	AR-130-91256	من	prep	مِن	مِن#prep	1
20646	AR-130-91256	س	abbrev	س	س#abbrev	0
20647	AR-130-91256	يقلد	verb	قَلَّد	قَلَّد#verb	1
20648	AR-130-91256	ه	abbrev	ه	ه#abbrev	0
20649	AR-130-91256	.	punc	.	.#punc	0
20650	AR-130-91256	و	conj	وَ	وَ#conj	1
20651	AR-130-91256	بعد	noun	بُعْد	بُعْد#noun	2
20652	AR-130-91256	ها	pron_dem	ها	ها#pron_dem	5
20653	AR-130-91256	الكل	noun	كُلّ	كُلّ#noun	0
20654	AR-130-91256	س	abbrev	س	س#abbrev	0
20655	AR-130-91256	يقلد	verb	قَلَّد	قَلَّد#verb	1
20656	AR-130-91256	ك	abbrev	كَ	كَ#abbrev	0
20657	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20658	AR-130-91256	كان	verb	كان	كان#verb	1
20659	AR-130-91256	الشيء	noun	شَيْء	شَيْء#noun	1
20660	AR-130-91256	سخيف	adj	سَخِيف	سَخِيف#adj	1
20661	AR-130-91256	أم	conj	أَم	أَم#conj	0
20662	AR-130-91256	جميل	noun_prop	جَمِيل	جَمِيل#noun_prop	0
20663	AR-130-91256	.	punc	.	.#punc	0
20664	AR-130-91256	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20665	AR-130-91256	يتأثر	verb	تَأَثَّر	تَأَثَّر#verb	3
20666	AR-130-91256	ب	abbrev	بِ	بِ#abbrev	0
20667	AR-130-91256	سرعة	noun	سُرْعَة	سُرْعَة#noun	1
20668	AR-130-91256	دائما	adj	دائِم	دائِم#adj	1
20669	AR-130-91256	.	punc	.	.#punc	0
20670	AR-130-91256	و	conj	وَ	وَ#conj	1
20671	AR-130-91256	بعد	noun	بُعْد	بُعْد#noun	2
20672	AR-130-91256	ها	pron_dem	ها	ها#pron_dem	5
20673	AR-130-91256	ينتقد	verb	ٱِنْتَقَد	ٱِنْتَقَد#verb	4
20674	AR-130-91256	الأفراد	noun	فَرْد	فَرْد#noun	3
20675	AR-130-91256	حتى	prep	حَتَّى	حَتَّى#prep	1
20676	AR-130-91256	و	conj	وَ	وَ#conj	1
20677	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20678	AR-130-91256	كان	verb	كان	كان#verb	1
20679	AR-130-91256	من	prep	مِن	مِن#prep	1
20680	AR-130-91256	عائلة	noun	عائِلَة	عائِلَة#noun	1
20681	AR-130-91256	ه	abbrev	ه	ه#abbrev	0
20682	AR-130-91256	أو	conj	أَو	أَو#conj	0
20683	AR-130-91256	مجتمعه	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20684	AR-130-91256	.	punc	.	.#punc	0
20685	AR-130-91256	تستطيع	verb	ٱِسْتَطاع	ٱِسْتَطاع#verb	1
20686	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20687	AR-130-91256	تنشر	verb	نَشَر	نَشَر#verb	2
20688	AR-130-91256	الأفعال	noun	فِعْل	فِعْل#noun	2
20689	AR-130-91256	الخيرية	adj	خَيْرِيّ	خَيْرِيّ#adj	3
20690	AR-130-91256	التي	pron_rel	الَّذِي	الَّذِي#pron_rel	3
20691	AR-130-91256	تفعل	verb	فَعَل	فَعَل#verb	1
20692	AR-130-91256	ها	pron_dem	ها	ها#pron_dem	5
20693	AR-130-91256	ب	abbrev	بِ	بِ#abbrev	0
20694	AR-130-91256	هدف	noun	هَدَف	هَدَف#noun	1
20695	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20696	AR-130-91256	يفعلوا	verb	فَعَل	فَعَل#verb	1
20697	AR-130-91256	مثل	noun	مِثْل	مِثْل#noun	1
20698	AR-130-91256	ك	abbrev	كَ	كَ#abbrev	0
20699	AR-130-91256	و	conj	وَ	وَ#conj	1
20700	AR-130-91256	يساعدون	verb	ساعَد	ساعَد#verb	1
20701	AR-130-91256	ك	abbrev	كَ	كَ#abbrev	0
20702	AR-130-91256	مثلا	noun	مَثَل	مَثَل#noun	2
20703	AR-130-91256	.	punc	.	.#punc	0
20704	AR-130-91256	و	conj	وَ	وَ#conj	1
20705	AR-130-91256	أيضا	noun	أَيْض	أَيْض#noun	4
20706	AR-130-91256	تستطيع	verb	ٱِسْتَطاع	ٱِسْتَطاع#verb	1
20707	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20708	AR-130-91256	تتابع	verb	تابَع	تابَع#verb	1
20709	AR-130-91256	أخبار	noun	خَبَر	خَبَر#noun	1
20710	AR-130-91256	الدولة	noun	دَوْلَة	دَوْلَة#noun	1
20711	AR-130-91256	من	prep	مِن	مِن#prep	1
20712	AR-130-91256	خلال	prep	خِلالَ	خِلالَ#prep	0
20713	AR-130-91256	التواصل	noun	تَواصُل	تَواصُل#noun	3
20714	AR-130-91256	الاجتماعي،	noun_prop	الاجتماعي،	الاجتماعي،#noun_prop	0
20715	AR-130-91256	التواصل	noun	تَواصُل	تَواصُل#noun	3
20716	AR-130-91256	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20717	AR-130-91256	لدى	noun	لَدَى	لَدَى#noun	3
20718	AR-130-91256	ه	abbrev	ه	ه#abbrev	0
20719	AR-130-91256	الكثير	noun	كَثِير	كَثِير#noun	0
20720	AR-130-91256	من	prep	مِن	مِن#prep	1
20721	AR-130-91256	الاستخداماتزالجيده	noun_prop	الاستخداماتزالجيده	الاستخداماتزالجيده#noun_prop	0
20722	AR-130-91256	و	conj	وَ	وَ#conj	1
20723	AR-130-91256	السيئه	noun	سَيِّء	سَيِّء#noun	0
20724	AR-130-91256	.	punc	.	.#punc	0
20725	AR-130-91256	عند	noun	عِنْد	عِنْد#noun	1
20726	AR-130-91256	ما	pron_rel	ما	ما#pron_rel	3
20727	AR-130-91256	يكون	verb	كان	كان#verb	1
20728	AR-130-91256	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20729	AR-130-91256	آمن	noun	آمِن	آمِن#noun	0
20730	AR-130-91256	و	conj	وَ	وَ#conj	1
20731	AR-130-91256	متسامح،	noun_prop	متسامح،	متسامح،#noun_prop	0
20732	AR-130-91256	متفاهم	noun_prop	متفاهم	متفاهم#noun_prop	0
20733	AR-130-91256	.	punc	.	.#punc	0
20734	AR-130-91256	هنا	adv	هُنا	هُنا#adv	1
20735	AR-130-91256	س	abbrev	س	س#abbrev	0
20736	AR-130-91256	يستطيع	verb	ٱِسْتَطاع	ٱِسْتَطاع#verb	1
20737	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20738	AR-130-91256	يتطور	verb	تَطَوَّر	تَطَوَّر#verb	3
20739	AR-130-91256	و	conj	وَ	وَ#conj	1
20740	AR-130-91256	يحقق	verb	حَقَّق	حَقَّق#verb	2
20741	AR-130-91256	الكثير	noun	كَثِير	كَثِير#noun	0
20742	AR-130-91256	من	prep	مِن	مِن#prep	1
20743	AR-130-91256	الإنجازات	noun	إِنْجاز	إِنْجاز#noun	2
20744	AR-130-91256	العظيمه	adj	عَظِيم	عَظِيم#adj	2
20745	AR-130-91256	.	punc	.	.#punc	0
20746	AR-130-91256	أما	part_focus	أَمّا	أَمّا#part_focus	3
20747	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20748	AR-130-91256	لم	part_neg	لَم	لَم#part_neg	0
20749	AR-130-91256	يكن	verb	كان	كان#verb	1
20750	AR-130-91256	متسامح	adj	مُتَسامِح	مُتَسامِح#adj	3
20751	AR-130-91256	و	conj	وَ	وَ#conj	1
20752	AR-130-91256	متفاهم،	noun_prop	متفاهم،	متفاهم،#noun_prop	0
20753	AR-130-91256	من	prep	مِن	مِن#prep	1
20754	AR-130-91256	المستحيل	adj	مُسْتَحِيل	مُسْتَحِيل#adj	2
20755	AR-130-91256	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20756	AR-130-91256	يتطور	verb	تَطَوَّر	تَطَوَّر#verb	3
20757	AR-130-91256	مجتمعهم	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20758	AR-130-91256	.	punc	.	.#punc	0
20759	AR-130-87139	التواصل	noun	تَواصُل	تَواصُل#noun	3
20760	AR-130-87139	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20761	AR-130-87139	ل	prep	لِ	لِ#prep	1
20762	AR-130-87139	ه	abbrev	ه	ه#abbrev	0
20763	AR-130-87139	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
20764	AR-130-87139	شديد	noun_prop	شَدِيد	شَدِيد#noun_prop	0
20765	AR-130-87139	على	prep	عَلَى	عَلَى#prep	1
20766	AR-130-87139	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20767	AR-130-87139	و	conj	وَ	وَ#conj	1
20768	AR-130-87139	من	prep	مِن	مِن#prep	1
20769	AR-130-87139	ها	pron_dem	ها	ها#pron_dem	5
20770	AR-130-87139	آثار	noun	أَثَر	أَثَر#noun	2
20771	AR-130-87139	سلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
20772	AR-130-87139	و	conj	وَ	وَ#conj	1
20773	AR-130-87139	إيجابية	adj	إِيجابِيّ	إِيجابِيّ#adj	4
20774	AR-130-87139	عديدة	adj	عَدِيد	عَدِيد#adj	3
20775	AR-130-87139	.	punc	.	.#punc	0
20776	AR-130-87139	و	conj	وَ	وَ#conj	1
20777	AR-130-87139	ل	prep	لِ	لِ#prep	1
20778	AR-130-87139	ذال	noun	ذال	ذال#noun	1
20779	AR-130-87139	ك	abbrev	كَ	كَ#abbrev	0
20780	AR-130-87139	يجب	verb	وَجَب	وَجَب#verb	3
20781	AR-130-87139	على	prep	عَلَى	عَلَى#prep	1
20782	AR-130-87139	الإنسان	noun	إِنْسان	إِنْسان#noun	1
20783	AR-130-87139	الحذر	noun	حِذْر	حِذْر#noun	4
20784	AR-130-87139	من	prep	مِن	مِن#prep	1
20785	AR-130-87139	المواقع	noun	مَوْقِع	مَوْقِع#noun	2
20786	AR-130-87139	التي	pron_rel	الَّذِي	الَّذِي#pron_rel	3
20787	AR-130-87139	تذلف	noun_prop	تذلف	تذلف#noun_prop	0
20788	AR-130-87139	العقل	noun	عَقْل	عَقْل#noun	1
20789	AR-130-87139	و	conj	وَ	وَ#conj	1
20790	AR-130-87139	يتقربون	verb	تَقَرَّب	تَقَرَّب#verb	3
20791	AR-130-87139	من	prep	مِن	مِن#prep	1
20792	AR-130-87139	المواقع	noun	مَوْقِع	مَوْقِع#noun	2
20793	AR-130-87139	المفيدة	adj	مُفِيد	مُفِيد#adj	1
20794	AR-130-87139	و	conj	وَ	وَ#conj	1
20795	AR-130-87139	الإيجابية	adj	إِيجابِيّ	إِيجابِيّ#adj	4
20796	AR-130-89415	ل	prep	لِ	لِ#prep	1
20797	AR-130-89415	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
20798	AR-130-89415	التواصل	noun	تَواصُل	تَواصُل#noun	3
20799	AR-130-89415	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20800	AR-130-89415	أثر	verb	أَثَّر	أَثَّر#verb	2
20801	AR-130-89415	كبير	adj	كَبِير	كَبِير#adj	1
20802	AR-130-89415	في	prep	فِي	فِي#prep	1
20803	AR-130-89415	حياتنا،	noun_prop	حياتنا،	حياتنا،#noun_prop	0
20804	AR-130-89415	ف	abbrev	فَ	فَ#abbrev	0
20805	AR-130-89415	هي	pron	هِيَ	هِيَ#pron	1
20806	AR-130-89415	أساس	noun	أَساس	أَساس#noun	1
20807	AR-130-89415	التطور	noun	تَطَوُّر	تَطَوُّر#noun	2
20808	AR-130-89415	.	punc	.	.#punc	0
20809	AR-130-89415	و	conj	وَ	وَ#conj	1
20810	AR-130-89415	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20811	AR-130-89415	يتطور	verb	تَطَوَّر	تَطَوَّر#verb	3
20812	AR-130-89415	ب	abbrev	بِ	بِ#abbrev	0
20813	AR-130-89415	تطور	noun	تَطَوُّر	تَطَوُّر#noun	2
20814	AR-130-89415	ها	pron_dem	ها	ها#pron_dem	5
20815	AR-130-97525	في	prep	فِي	فِي#prep	1
20816	AR-130-97525	الأوان	noun	أَوان	أَوان#noun	3
20817	AR-130-97525	الأخيرة	adj	أَخِير	أَخِير#adj	2
20818	AR-130-97525	شهد	verb	شَهِد	شَهِد#verb	3
20819	AR-130-97525	العالم	noun	عالَم	عالَم#noun	1
20820	AR-130-97525	تطورا	noun	تَطَوُّر	تَطَوُّر#noun	2
20821	AR-130-97525	في	prep	فِي	فِي#prep	1
20822	AR-130-97525	مجال	noun	مَجال	مَجال#noun	4
20823	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20824	AR-130-97525	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20825	AR-130-97525	و	conj	وَ	وَ#conj	1
20826	AR-130-97525	بما	pron_rel	ما	ما#pron_rel	3
20827	AR-130-97525	في	prep	فِي	فِي#prep	1
20828	AR-130-97525	ذلك	pron_dem	ذٰلِكَ	ذٰلِكَ#pron_dem	2
20829	AR-130-97525	من	prep	مِن	مِن#prep	1
20830	AR-130-97525	نتائج	noun	نَتِيجَة	نَتِيجَة#noun	1
20831	AR-130-97525	تدل	verb	دَلّ	دَلّ#verb	3
20832	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20833	AR-130-97525	مدى	noun	مَدَى	مَدَى#noun	4
20834	AR-130-97525	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
20835	AR-130-97525	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20836	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20837	AR-130-97525	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20838	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20839	AR-130-97525	الفرد	noun	فَرْد	فَرْد#noun	3
20840	AR-130-97525	و	conj	وَ	وَ#conj	1
20841	AR-130-97525	المجتمع،	noun_prop	المجتمع،	المجتمع،#noun_prop	0
20842	AR-130-97525	و	conj	وَ	وَ#conj	1
20843	AR-130-97525	من	prep	مِن	مِن#prep	1
20844	AR-130-97525	المعروف	adj	مَعْرُوف	مَعْرُوف#adj	1
20845	AR-130-97525	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20846	AR-130-97525	ه	abbrev	ه	ه#abbrev	0
20847	AR-130-97525	هناك	adv	هُناكَ	هُناكَ#adv	1
20848	AR-130-97525	آثار	noun	أَثَر	أَثَر#noun	2
20849	AR-130-97525	إيجابية	adj	إِيجابِيّ	إِيجابِيّ#adj	4
20850	AR-130-97525	و	conj	وَ	وَ#conj	1
20851	AR-130-97525	أخرى	adj	أُخْرَى	أُخْرَى#adj	3
20852	AR-130-97525	سلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
20853	AR-130-97525	.	punc	.	.#punc	0
20854	AR-130-97525	أولا،	noun_prop	اولا،	اولا،#noun_prop	0
20855	AR-130-97525	ل	prep	لِ	لِ#prep	1
20856	AR-130-97525	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20857	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20858	AR-130-97525	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20859	AR-130-97525	عدة	adj	عِدَّة	عِدَّة#adj	4
20860	AR-130-97525	إيجابيات	noun	إِيجابِيّات	إِيجابِيّات#noun	0
20861	AR-130-97525	ف	abbrev	فَ	فَ#abbrev	0
20862	AR-130-97525	من	prep	مِن	مِن#prep	1
20863	AR-130-97525	ها	pron_dem	ها	ها#pron_dem	5
20864	AR-130-97525	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20865	AR-130-97525	ه	abbrev	ه	ه#abbrev	0
20866	AR-130-97525	يمكننا	verb	أَمْكَن	أَمْكَن#verb	3
20867	AR-130-97525	و	conj	وَ	وَ#conj	1
20868	AR-130-97525	ب	abbrev	بِ	بِ#abbrev	0
20869	AR-130-97525	سهولة	noun	سُهُولَة	سُهُولَة#noun	1
20870	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20871	AR-130-97525	مع	prep	مَع	مَع#prep	0
20872	AR-130-97525	أقارب	noun	أَقْرَب	أَقْرَب#noun	1
20873	AR-130-97525	نا	noun_prop	نا	نا#noun_prop	0
20874	AR-130-97525	و	conj	وَ	وَ#conj	1
20875	AR-130-97525	أصدقاء	noun	صَدِيق	صَدِيق#noun	1
20876	AR-130-97525	نا	noun_prop	نا	نا#noun_prop	0
20877	AR-130-97525	الذين	pron_rel	الَّذِي	الَّذِي#pron_rel	3
20878	AR-130-97525	يسكنون	verb	سَكَّن	سَكَّن#verb	3
20879	AR-130-97525	بعيدا	adj	بَعِيد	بَعِيد#adj	1
20880	AR-130-97525	عن	prep	عَن	عَن#prep	1
20881	AR-130-97525	نا	noun_prop	نا	نا#noun_prop	0
20882	AR-130-97525	و	conj	وَ	وَ#conj	1
20883	AR-130-97525	أيضا	noun	أَيْض	أَيْض#noun	4
20884	AR-130-97525	يمكننا	verb	أَمْكَن	أَمْكَن#verb	3
20885	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20886	AR-130-97525	مع	prep	مَع	مَع#prep	0
20887	AR-130-97525	أي	pron_interrog	أَيّ	أَيّ#pron_interrog	1
20888	AR-130-97525	ف	abbrev	فَ	فَ#abbrev	0
20889	AR-130-97525	رد	noun	رَدّ	رَدّ#noun	1
20890	AR-130-97525	يعيش	verb	عاش	عاش#verb	1
20891	AR-130-97525	في	prep	فِي	فِي#prep	1
20892	AR-130-97525	منطقة	noun	مِنْطَقَة	مِنْطَقَة#noun	2
20893	AR-130-97525	حول	noun	حَوْل	حَوْل#noun	1
20894	AR-130-97525	العالم،	noun_prop	العالم،	العالم،#noun_prop	0
20895	AR-130-97525	كما	conj	كَما	كَما#conj	3
20896	AR-130-97525	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
20897	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20898	AR-130-97525	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20899	AR-130-97525	ساعد	verb	ساعَد	ساعَد#verb	1
20900	AR-130-97525	الأفراد	noun	فَرْد	فَرْد#noun	3
20901	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20902	AR-130-97525	تحسين	noun	تَحْسِين	تَحْسِين#noun	3
20903	AR-130-97525	العلم	noun	عِلْم	عِلْم#noun	1
20904	AR-130-97525	و	conj	وَ	وَ#conj	1
20905	AR-130-97525	إيجاد	noun	إِيجاد	إِيجاد#noun	3
20906	AR-130-97525	أناس	noun	إِنْسان	إِنْسان#noun	1
20907	AR-130-97525	آخرين	adj	آخَر	آخَر#adj	1
20908	AR-130-97525	يشاركون	verb	شارَك	شارَك#verb	1
20909	AR-130-97525	ك	abbrev	كَ	كَ#abbrev	0
20910	AR-130-97525	اهتمام	noun	ٱِهْتِمام	ٱِهْتِمام#noun	1
20911	AR-130-97525	و	conj	وَ	وَ#conj	1
20912	AR-130-97525	هواي	noun	هُوَّة	هُوَّة#noun	4
20913	AR-130-97525	من	prep	مِن	مِن#prep	1
20914	AR-130-97525	ما	pron_rel	ما	ما#pron_rel	3
20915	AR-130-97525	يؤدي	verb	أَدَّى	أَدَّى#verb	3
20916	AR-130-97525	إلى	prep	إِلَى	إِلَى#prep	1
20917	AR-130-97525	تطوير	noun	تَطْوِير	تَطْوِير#noun	3
20918	AR-130-97525	مهارات	noun	مَهارَة	مَهارَة#noun	2
20919	AR-130-97525	الفرد	noun	فَرْد	فَرْد#noun	3
20920	AR-130-97525	و	conj	وَ	وَ#conj	1
20921	AR-130-97525	اكتساب	noun	ٱِكْتِساب	ٱِكْتِساب#noun	3
20922	AR-130-97525	مهارات	noun	مَهارَة	مَهارَة#noun	2
20923	AR-130-97525	و	conj	وَ	وَ#conj	1
20924	AR-130-97525	علوم	noun	عِلْم	عِلْم#noun	1
20925	AR-130-97525	جديدة	adj	جَدِيد	جَدِيد#adj	1
20926	AR-130-97525	من	prep	مِن	مِن#prep	1
20927	AR-130-97525	الآخرين	adj	آخَر	آخَر#adj	1
20928	AR-130-97525	.	punc	.	.#punc	0
20929	AR-130-97525	إن	abbrev	إِن	إِن#abbrev	0
20930	AR-130-97525	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20931	AR-130-97525	التواصل	noun	تَواصُل	تَواصُل#noun	3
20932	AR-130-97525	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20933	AR-130-97525	أثرت	verb	أَثَّر	أَثَّر#verb	2
20934	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20935	AR-130-97525	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20936	AR-130-97525	من	prep	مِن	مِن#prep	1
20937	AR-130-97525	نواح	noun	ناحِيَة	ناحِيَة#noun	3
20938	AR-130-97525	اقتصادية	adj	ٱِقْتِصادِيّ	ٱِقْتِصادِيّ#adj	3
20939	AR-130-97525	و	conj	وَ	وَ#conj	1
20940	AR-130-97525	اجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
20941	AR-130-97525	ه	abbrev	ه	ه#abbrev	0
20942	AR-130-97525	ف	abbrev	فَ	فَ#abbrev	0
20943	AR-130-97525	ل	prep	لِ	لِ#prep	1
20944	AR-130-97525	قد	part_verb	قَدْ	قَدْ#part_verb	3
20945	AR-130-97525	باتت	verb	بات	بات#verb	4
20946	AR-130-97525	هذه	pron_dem	هٰذا	هٰذا#pron_dem	1
20947	AR-130-97525	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20948	AR-130-97525	تسهل	verb	سَهَّل	سَهَّل#verb	1
20949	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20950	AR-130-97525	الأفراد	noun	فَرْد	فَرْد#noun	3
20951	AR-130-97525	شراء	noun	شِراء	شِراء#noun	1
20952	AR-130-97525	ما	pron_rel	ما	ما#pron_rel	3
20953	AR-130-97525	يحتاجون	verb	ٱِحْتاج	ٱِحْتاج#verb	1
20954	AR-130-97525	ل	prep	لِ	لِ#prep	1
20955	AR-130-97525	ه	abbrev	ه	ه#abbrev	0
20956	AR-130-97525	من	prep	مِن	مِن#prep	1
20957	AR-130-97525	خلال	prep	خِلالَ	خِلالَ#prep	0
20958	AR-130-97525	الإنترنت	noun_prop	إِنْتِرْنِت	إِنْتِرْنِت#noun_prop	0
20959	AR-130-97525	أو	conj	أَو	أَو#conj	0
20960	AR-130-97525	أجاد	verb	أَجاد	أَجاد#verb	2
20961	AR-130-97525	حل	noun	حَلّ	حَلّ#noun	1
20962	AR-130-97525	ل	prep	لِ	لِ#prep	1
20963	AR-130-97525	أي	pron_interrog	أَيّ	أَيّ#pron_interrog	1
20964	AR-130-97525	سؤال	noun	سُؤال	سُؤال#noun	1
20965	AR-130-97525	لدى	noun	لَدَى	لَدَى#noun	3
20966	AR-130-97525	الفرد	noun	فَرْد	فَرْد#noun	3
20967	AR-130-97525	.	punc	.	.#punc	0
20968	AR-130-97525	هذه	pron_dem	هٰذا	هٰذا#pron_dem	1
20969	AR-130-97525	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
20970	AR-130-97525	قامت	verb	قام	قام#verb	2
20971	AR-130-97525	ب	abbrev	بِ	بِ#abbrev	0
20972	AR-130-97525	جعل	verb	جَعَل	جَعَل#verb	1
20973	AR-130-97525	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
20974	AR-130-97525	أكثر	adj	أَكْثَر	أَكْثَر#adj	0
20975	AR-130-97525	انفتاحا	noun	ٱِنْفِتاح	ٱِنْفِتاح#noun	4
20976	AR-130-97525	على	prep	عَلَى	عَلَى#prep	1
20977	AR-130-97525	مفاهيم	noun	مَفْهُوم	مَفْهُوم#noun	3
20978	AR-130-97525	جديدة	adj	جَدِيد	جَدِيد#adj	1
20979	AR-130-97525	و	conj	وَ	وَ#conj	1
20980	AR-130-97525	أفكار	noun	فِكْر	فِكْر#noun	3
20981	AR-130-97525	متشابه	adj	مُتَشابِه	مُتَشابِه#adj	3
20982	AR-130-97525	.	punc	.	.#punc	0
20983	AR-130-97525	ثانيا،	noun_prop	ثانيا،	ثانيا،#noun_prop	0
20984	AR-130-97525	ل	prep	لِ	لِ#prep	1
20985	AR-130-97525	كل	noun	كُلّ	كُلّ#noun	0
20986	AR-130-97525	شيء	noun	شَيْء	شَيْء#noun	1
