	Document	Raw	Corrected	Operation	errors	readability
20876	AR-130-91028	ان	أن	EDIT	1	2
20877	AR-130-91028	نعرف	نعرف	NO_CHANGE	0	1
20878	AR-130-91028	الاخبار	الأخبار	EDIT	1	1
20879	AR-130-91028	اللتي	التي	EDIT	0	0
20880	AR-130-91028	تحدث	تحدث	NO_CHANGE	0	1
20881	AR-130-91028	في	في	NO_CHANGE	0	1
20882	AR-130-91028	العالم	العالم	NO_CHANGE	0	1
20883	AR-130-91028	،		DELETE	0	0
20884	AR-130-91028	استخدام	واستخدام	EDIT	0	1
20885	AR-130-91028	الانترنت	الإنترنت	EDIT	1	0
20886	AR-130-91028	للتعلم	للتعلم	NO_CHANGE	0	1
20887	AR-130-91028	عن	عن	NO_CHANGE	0	1
20888	AR-130-91028	اشياء	أشياء	EDIT	1	1
20889	AR-130-91028	جديدة	جديدة	NO_CHANGE	0	1
20890	AR-130-91028	عن	عن	NO_CHANGE	0	1
20891	AR-130-91028	اي	شيء	EDIT	1	1
20892	AR-130-91028	نريدة،	نريده	EDIT	1	0
20893	AR-130-91028	قراءة	وقراءة	EDIT	0	1
20894	AR-130-91028	الكتب	الكتب	NO_CHANGE	0	1
20895	AR-130-91028	من		DELETE	0	1
20896	AR-130-91028	اي	لأي	EDIT	1	1
20897	AR-130-91028	كاتب	كاتب	NO_CHANGE	0	1
20898	AR-130-91028	نريد	نريد	NO_CHANGE	0	1
20899	AR-130-91028	و		DELETE	2	1
20900	AR-130-91028	التواصل	والتواصل	EDIT	0	3
20901	AR-130-91028	مع	مع	NO_CHANGE	0	0
20902	AR-130-91028	الاصدقاء	الأصدقاء	EDIT	1	1
20903	AR-130-91028	اينما	أينما	EDIT	1	0
20904	AR-130-91028	كانو	كانوا	EDIT	0	5
20905	AR-130-91028	في	في	NO_CHANGE	0	1
20906	AR-130-91028	العالم،	العالم.	EDIT	0	0
20907	AR-130-91028	وهناك	وهناك	NO_CHANGE	0	1
20908	AR-130-91028	السلبيات	السلبيات	NO_CHANGE	0	0
20909	AR-130-91028	ايضا	أيضا	EDIT	1	4
20910	AR-130-91028	مثل	مثل	NO_CHANGE	0	1
20911	AR-130-91028	الادمان	الإدمان	EDIT	1	3
20912	AR-130-91028	و		DELETE	2	1
20913	AR-130-91028	اللم	وألم	EDIT	0	0
20914	AR-130-91028	العيون	العيون	NO_CHANGE	0	1
20915	AR-130-91028	و		DELETE	2	1
20916	AR-130-91028	صعبة	وصعوبة	EDIT	0	1
20917	AR-130-91028	التركيز	التركيز.	EDIT	0	3
20918	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
20919	AR-130-91113	مهم	مهم	NO_CHANGE	0	1
20920	AR-130-91113	بين	بين	NO_CHANGE	0	0
20921	AR-130-91113	الأمم	الأمم	NO_CHANGE	0	3
20922	AR-130-91113	والشعوب	والشعوب	NO_CHANGE	0	1
20923	AR-130-91113	لكي	لكي	NO_CHANGE	0	0
20924	AR-130-91113	نستكشف	نستكشف	NO_CHANGE	0	3
20925	AR-130-91113	الثقافات	الثقافات	NO_CHANGE	0	3
20926	AR-130-91113	المختلفة	المختلفة	NO_CHANGE	0	1
20927	AR-130-91113	والمميزات	والمميزات	NO_CHANGE	0	3
20928	AR-130-91113	الموجودة	الموجودة	NO_CHANGE	0	0
20929	AR-130-91113	لدى	لدى	NO_CHANGE	0	3
20930	AR-130-91113	كل	كل	NO_CHANGE	0	0
20931	AR-130-91113	مجتمع.	مجتمع.	NO_CHANGE	0	0
20932	AR-130-91113	وسائل	وسائل	NO_CHANGE	0	2
20933	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
20934	AR-130-91113	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
20935	AR-130-91113	لها	لها	NO_CHANGE	0	1
20936	AR-130-91113	تأثير	تأثير	NO_CHANGE	0	2
20937	AR-130-91113	كبير	كبير	NO_CHANGE	0	1
20938	AR-130-91113	على	على	NO_CHANGE	0	1
20939	AR-130-91113	المجتمعات	المجتمعات	NO_CHANGE	0	2
20940	AR-130-91113	وطريقة	وطريقة	NO_CHANGE	0	1
20941	AR-130-91113	تبادلهم	تبادلهم	NO_CHANGE	0	3
20942	AR-130-91113	الأحاديث،	الأحاديث	EDIT	1	0
20943	AR-130-91113	والرسائل.	والرسائل.	NO_CHANGE	0	0
20944	AR-130-91113	قد	قد	NO_CHANGE	0	3
20945	AR-130-91113	تكون	تكون	NO_CHANGE	0	1
20946	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
20947	AR-130-91113	التأثيرات	التأثيرات	NO_CHANGE	0	2
20948	AR-130-91113	سلبية	سلبية	NO_CHANGE	0	3
20949	AR-130-91113	أو	أو	NO_CHANGE	0	0
20950	AR-130-91113	إيجابية،	إيجابية،	NO_CHANGE	2	0
20951	AR-130-91113	وهذا	وهذا	NO_CHANGE	0	1
20952	AR-130-91113	يعتمد	يعتمد	NO_CHANGE	0	1
20953	AR-130-91113	على	على	NO_CHANGE	0	1
20954	AR-130-91113	الطريقة	الطريقة	NO_CHANGE	0	1
20955	AR-130-91113	التي	التي	NO_CHANGE	0	3
20956	AR-130-91113	يتم	يتم	NO_CHANGE	0	3
20957	AR-130-91113	استخدام	استخدام	NO_CHANGE	0	1
20958	AR-130-91113	وسائل	وسائل	NO_CHANGE	0	2
20959	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
20960	AR-130-91113	بها.	بها.	NO_CHANGE	0	0
20961	AR-130-91113	كل	كل	NO_CHANGE	0	0
20962	AR-130-91113	شيء	شيء	NO_CHANGE	0	1
20963	AR-130-91113	له	له	NO_CHANGE	0	1
20964	AR-130-91113	إيجابيات	إيجابيات	NO_CHANGE	0	0
20965	AR-130-91113	وسلبيات	وسلبيات	NO_CHANGE	0	3
20966	AR-130-91113	فيه	في	EDIT	0	1
20967	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
20968	AR-130-91113	الحياة،	الحياة،	NO_CHANGE	1	0
20969	AR-130-91113	وتأثيراتها	وتأثيراتها	NO_CHANGE	0	2
20970	AR-130-91113	متعلقة	متعلقة	NO_CHANGE	0	3
20971	AR-130-91113	بطريقة	بطريقة	NO_CHANGE	0	1
20972	AR-130-91113	استخدامنا	استخدامنا	NO_CHANGE	0	1
20973	AR-130-91113	لها.	لها.	NO_CHANGE	0	0
20974	AR-130-91113	فإن	فإن	NO_CHANGE	0	3
20975	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
20976	AR-130-91113	بين	بين	NO_CHANGE	0	0
20977	AR-130-91113	الناس	الناس	NO_CHANGE	0	1
20978	AR-130-91113	يقوي	يقوي	NO_CHANGE	0	1
20979	AR-130-91113	العلاقات	العلاقات	NO_CHANGE	0	1
20980	AR-130-91113	ويزيد	ويزيد	NO_CHANGE	0	1
20981	AR-130-91113	من	من	NO_CHANGE	0	1
20982	AR-130-91113	معرفتهم	معرفتهم	NO_CHANGE	0	3
20983	AR-130-91113	وهذا	وهذا	NO_CHANGE	0	1
20984	AR-130-91113	من	من	NO_CHANGE	0	1
20985	AR-130-91113	الأمور	الأمور	NO_CHANGE	0	2
20986	AR-130-91113	الإيجابية	الإيجابية	NO_CHANGE	0	4
20987	AR-130-91113	التي	التي	NO_CHANGE	0	3
20988	AR-130-91113	تحققها	تحققها	NO_CHANGE	0	2
20989	AR-130-91113	وسائل	وسائل	NO_CHANGE	0	2
20990	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
20991	AR-130-91113	الإجتماعي.	الاجتماعي.	EDIT	1	0
20992	AR-130-91113	بالنسبة	بالنسبة	NO_CHANGE	0	3
20993	AR-130-91113	للأفراد	للأفراد	NO_CHANGE	0	3
20994	AR-130-91113	الذين	الذين	NO_CHANGE	0	3
20995	AR-130-91113	يستخدمون	يستخدمون	NO_CHANGE	0	1
20996	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
20997	AR-130-91113	الوسائل	الوسائل	NO_CHANGE	0	2
20998	AR-130-91113	بشكل	بشكل	NO_CHANGE	0	1
20999	AR-130-91113	سلبي،	سلبي،	NO_CHANGE	0	0
21000	AR-130-91113	فإنهم	فإنهم	NO_CHANGE	0	3
21001	AR-130-91113	قد	قد	NO_CHANGE	0	3
21002	AR-130-91113	يؤثرون	يؤثرون	NO_CHANGE	0	2
21003	AR-130-91113	على	على	NO_CHANGE	0	1
21004	AR-130-91113	بقية	بقية	NO_CHANGE	0	1
21005	AR-130-91113	أفراد	أفراد	NO_CHANGE	0	3
21006	AR-130-91113	المجتمع	المجتمع	NO_CHANGE	0	2
21007	AR-130-91113	وكل	وكل	NO_CHANGE	0	0
21008	AR-130-91113	من	من	NO_CHANGE	0	1
21009	AR-130-91113	حولهم.	حولهم.	NO_CHANGE	0	0
21010	AR-130-91113	قد	قد	NO_CHANGE	0	3
21011	AR-130-91113	يتم	يتم	NO_CHANGE	0	3
21012	AR-130-91113	استخدام	استخدام	NO_CHANGE	0	1
21013	AR-130-91113	وسائل	وسائل	NO_CHANGE	0	2
21014	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
21015	AR-130-91113	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
21016	AR-130-91113	لأمور	لأمور	NO_CHANGE	0	2
21017	AR-130-91113	غير	غير	NO_CHANGE	0	2
21018	AR-130-91113	أخلاقية،	أخلاقية،	NO_CHANGE	2	0
21019	AR-130-91113	كالسرقة،	كالسرقة	EDIT	1	0
21020	AR-130-91113	والابتزاز،	والابتزاز	EDIT	0	0
21021	AR-130-91113	والتهديد،	والتهديد	EDIT	0	0
21022	AR-130-91113	وغير	وغير	NO_CHANGE	0	2
21023	AR-130-91113	ذلك	ذلك	NO_CHANGE	0	2
21024	AR-130-91113	من	من	NO_CHANGE	0	1
21025	AR-130-91113	التصرفات	التصرفات	NO_CHANGE	0	1
21026	AR-130-91113	التي	التي	NO_CHANGE	0	3
21027	AR-130-91113	تؤدي	تؤدي	NO_CHANGE	0	3
21028	AR-130-91113	إلى	إلى	NO_CHANGE	0	1
21029	AR-130-91113	دمار	دمار	NO_CHANGE	0	2
21030	AR-130-91113	المجتمعات،	المجتمعات	EDIT	0	0
21031	AR-130-91113	وانتشار	وانتشار	NO_CHANGE	0	2
21032	AR-130-91113	الرذيلة.	الرذيلة.	NO_CHANGE	1	0
21033	AR-130-91113	ومن	ومن	NO_CHANGE	0	1
21034	AR-130-91113	أجل	أجل	NO_CHANGE	0	5
21035	AR-130-91113	تجنب	تجنب	NO_CHANGE	0	3
21036	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
21037	AR-130-91113	المخاطر،	المخاطر	EDIT	0	0
21038	AR-130-91113	يجب	يجب	NO_CHANGE	0	3
21039	AR-130-91113	اتباع	اتباع	NO_CHANGE	0	4
21040	AR-130-91113	القوانين	القوانين	NO_CHANGE	0	3
21041	AR-130-91113	التي	التي	NO_CHANGE	0	3
21042	AR-130-91113	تم	تم	NO_CHANGE	0	3
21043	AR-130-91113	وضعها	وضعها	NO_CHANGE	0	1
21044	AR-130-91113	من	من	NO_CHANGE	0	1
21045	AR-130-91113	قبل	قبل	NO_CHANGE	0	4
21046	AR-130-91113	الدولة،	الدولة،	NO_CHANGE	1	0
21047	AR-130-91113	احترام	احترام	NO_CHANGE	0	1
21048	AR-130-91113	خصوصيات	خصوصيات	NO_CHANGE	0	2
21049	AR-130-91113	الآخرين،	الآخرين،	NO_CHANGE	1	0
21050	AR-130-91113	والقيام	والقيام	NO_CHANGE	0	4
21051	AR-130-91113	بالمحاضرات	بالمحاضرات	NO_CHANGE	0	4
21052	AR-130-91113	التوعوية	التوعوية	NO_CHANGE	1	0
21053	AR-130-91113	التي	التي	NO_CHANGE	0	3
21054	AR-130-91113	توصل	توصل	NO_CHANGE	0	3
21055	AR-130-91113	للأفراد	للأفراد	NO_CHANGE	0	3
21056	AR-130-91113	الطريقة	الطريقة	NO_CHANGE	0	1
21057	AR-130-91113	الصحيحة	الصحيحة	NO_CHANGE	0	1
21058	AR-130-91113	لإستخدام	لاستخدام	EDIT	1	1
21059	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
21060	AR-130-91113	الوسائل.	الوسائل.	NO_CHANGE	0	0
21061	AR-130-91113	في	في	NO_CHANGE	0	1
21062	AR-130-91113	النهاية،	النهاية	EDIT	1	0
21063	AR-130-91113	وسائل	وسائل	NO_CHANGE	0	2
21064	AR-130-91113	التواصل	التواصل	NO_CHANGE	0	3
21065	AR-130-91113	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
21066	AR-130-91113	مهمة	مهمة	NO_CHANGE	0	1
21067	AR-130-91113	جدا	جدا	NO_CHANGE	0	3
21068	AR-130-91113	في	في	NO_CHANGE	0	1
21069	AR-130-91113	أيامنا	أيامنا	NO_CHANGE	0	1
21070	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
21071	AR-130-91113	مع	مع	NO_CHANGE	0	0
21072	AR-130-91113	التطور	التطور	NO_CHANGE	0	2
21073	AR-130-91113	المستمر	المستمر	NO_CHANGE	0	2
21074	AR-130-91113	التي	التي	NO_CHANGE	0	3
21075	AR-130-91113	تزيد	تزيد	NO_CHANGE	0	1
21076	AR-130-91113	من	من	NO_CHANGE	0	1
21077	AR-130-91113	ثقافتنا	ثقافتنا	NO_CHANGE	0	3
21078	AR-130-91113	ومعرفتنا	ومعرفتنا	NO_CHANGE	0	3
21079	AR-130-91113	للعالم.	للعالم.	NO_CHANGE	0	0
21080	AR-130-91113	لكن	لكن	NO_CHANGE	0	0
21081	AR-130-91113	لأن	لأن	NO_CHANGE	0	2
21082	AR-130-91113	كل	كل	NO_CHANGE	0	0
21083	AR-130-91113	شخص	شخص	NO_CHANGE	0	1
21084	AR-130-91113	له	له	NO_CHANGE	0	1
21085	AR-130-91113	نظرة	نظرة	NO_CHANGE	0	2
21086	AR-130-91113	مختلفة	مختلفة	NO_CHANGE	0	1
21087	AR-130-91113	لكيفية	لكيفية	NO_CHANGE	0	4
21088	AR-130-91113	استخدام	استخدام	NO_CHANGE	0	1
21089	AR-130-91113	هذه	هذه	NO_CHANGE	0	1
21090	AR-130-91113	الوسائل.،	الوسائل،	EDIT	0	0
21091	AR-130-91113	فهذا	فهذا	NO_CHANGE	0	1
21092	AR-130-91113	يؤدي	يؤدي	NO_CHANGE	0	3
21093	AR-130-91113	إلى	إلى	NO_CHANGE	0	1
21094	AR-130-91113	وجود	وجود	NO_CHANGE	0	2
21095	AR-130-91113	السلبيات.	السلبيات.	NO_CHANGE	0	0
21096	AR-130-91241	مع	مع	NO_CHANGE	0	0
21097	AR-130-91241	مرور	مرور	NO_CHANGE	0	1
21098	AR-130-91241	الوقت،	الوقت،	NO_CHANGE	0	0
21099	AR-130-91241	توقف	توقف	NO_CHANGE	0	2
21100	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21101	AR-130-91241	عن	عن	NO_CHANGE	0	1
21102	AR-130-91241	النظر	النظر	NO_CHANGE	0	1
21103	AR-130-91241	في	في	NO_CHANGE	0	1
21104	AR-130-91241	أعين	أعين	NO_CHANGE	0	1
21105	AR-130-91241	بعض،	بعض	EDIT	0	0
21106	AR-130-91241	حتى	حتى	NO_CHANGE	0	1
21107	AR-130-91241	وهم	وهم	NO_CHANGE	0	2
21108	AR-130-91241	يواجهون	يواجهون	NO_CHANGE	0	2
21109	AR-130-91241	بعضهم	بعضهم	NO_CHANGE	0	1
21110	AR-130-91241	البعض،	البعض،	NO_CHANGE	0	0
21111	AR-130-91241	فأصبحت	فأصبحت	NO_CHANGE	0	2
21112	AR-130-91241	أعينهم	أعينهم	NO_CHANGE	0	1
21113	AR-130-91241	تحدق	تحدق	NO_CHANGE	0	5
21114	AR-130-91241	إلى	إلى	NO_CHANGE	0	1
21115	AR-130-91241	الأسفل	الأسفل	NO_CHANGE	0	1
21116	AR-130-91241	دائماً،	دائما،	EDIT	2	0
21117	AR-130-91241	ورقابهم	ورقابهم	NO_CHANGE	0	1
21118	AR-130-91241	ملتوية	ملتوية	NO_CHANGE	1	3
21119	AR-130-91241	دائماً،	دائما،	EDIT	2	0
21120	AR-130-91241	وكل	وكل	NO_CHANGE	0	0
21121	AR-130-91241	ذلك	ذلك	NO_CHANGE	0	2
21122	AR-130-91241	بسبب	بسبب	NO_CHANGE	0	1
21123	AR-130-91241	شيء	شيء	NO_CHANGE	0	1
21124	AR-130-91241	واحد؛	واحد؛	NO_CHANGE	0	0
21125	AR-130-91241	الأجهزة	الأجهزة	NO_CHANGE	0	1
21126	AR-130-91241	الحديثة،	الحديثة،	NO_CHANGE	1	0
21127	AR-130-91241	حيث	حيث	NO_CHANGE	0	0
21128	AR-130-91241	أن	إن	EDIT	0	2
21129	AR-130-91241		البشر	INSERT	0	0
21130	AR-130-91241	توقفوا	توقفوا	NO_CHANGE	0	1
21131	AR-130-91241	البشر	عن	EDIT	0	1
21132	AR-130-91241	لقاء	لقاء	NO_CHANGE	0	2
21133	AR-130-91241	بعضهم	بعضهم	NO_CHANGE	0	1
21134	AR-130-91241	بعذر	بعذر	NO_CHANGE	0	2
21135	AR-130-91241	أن	أنه	EDIT	0	2
21136	AR-130-91241	يمكنهم	يمكنهم	NO_CHANGE	0	3
21137	AR-130-91241	مراسلة	مراسلة	NO_CHANGE	0	3
21138	AR-130-91241	بعض،	بعض	EDIT	0	0
21139	AR-130-91241	أو	أو	NO_CHANGE	0	0
21140	AR-130-91241	الإتصال	الاتصال	EDIT	1	1
21141	AR-130-91241	الهاتفي.	الهاتفي.	NO_CHANGE	0	0
21142	AR-130-91241	تحدث	تحدث	NO_CHANGE	0	1
21143	AR-130-91241	الكثير	الكثير	NO_CHANGE	0	0
21144	AR-130-91241	من	من	NO_CHANGE	0	1
21145	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21146	AR-130-91241	عن	عن	NO_CHANGE	0	1
21147	AR-130-91241	فوائد	فوائد	NO_CHANGE	0	2
21148	AR-130-91241	وسائل	وسائل	NO_CHANGE	0	2
21149	AR-130-91241	التواصل	التواصل	NO_CHANGE	0	3
21150	AR-130-91241	الاجتماعي،	الاجتماعي	EDIT	0	0
21151	AR-130-91241	التي	التي	NO_CHANGE	0	3
21152	AR-130-91241	بلا	بلا	NO_CHANGE	0	0
21153	AR-130-91241	شك	شك	NO_CHANGE	0	3
21154	AR-130-91241	أفادتنا	أفادتنا	NO_CHANGE	0	4
21155	AR-130-91241	كثيراً	كثيرا	EDIT	1	0
21156	AR-130-91241	وساعدتنا	وساعدتنا	NO_CHANGE	0	1
21157	AR-130-91241	على	على	NO_CHANGE	0	1
21158	AR-130-91241	التواصل	التواصل	NO_CHANGE	0	3
21159	AR-130-91241	مع	مع	NO_CHANGE	0	0
21160	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21161	AR-130-91241	في	في	NO_CHANGE	0	1
21162	AR-130-91241	جميع	جميع	NO_CHANGE	0	0
21163	AR-130-91241	أنحاء	أنحاء	NO_CHANGE	0	4
21164	AR-130-91241	العالم،	العالم،	NO_CHANGE	0	0
21165	AR-130-91241	لكن	لكن	NO_CHANGE	0	0
21166	AR-130-91241	ما	ما	NO_CHANGE	0	3
21167	AR-130-91241	لا	لا	NO_CHANGE	0	1
21168	AR-130-91241	يستوعبه	يستوعبه	NO_CHANGE	0	2
21169	AR-130-91241	الكثير	الكثير	NO_CHANGE	0	0
21170	AR-130-91241	من	من	NO_CHANGE	0	1
21171	AR-130-91241	الناس،	الناس	EDIT	0	0
21172	AR-130-91241	هو	هو	NO_CHANGE	0	1
21173	AR-130-91241	أنهم	أنهم	NO_CHANGE	0	2
21174	AR-130-91241	عندما	عندما	NO_CHANGE	0	1
21175	AR-130-91241	يحظون	يحظون	NO_CHANGE	0	4
21176	AR-130-91241	بحياة	بحياة	NO_CHANGE	0	1
21177	AR-130-91241	إجتماعية	اجتماعية	EDIT	2	1
21178	AR-130-91241	على	على	NO_CHANGE	0	1
21179	AR-130-91241	الإنترنت،	الإنترنت	EDIT	1	0
21180	AR-130-91241	فهم	فهم	NO_CHANGE	0	2
21181	AR-130-91241	يفقدون	يفقدون	NO_CHANGE	0	2
21182	AR-130-91241	حياتهم	حياتهم	NO_CHANGE	0	1
21183	AR-130-91241	الحقيقية،	الحقيقية.	EDIT	1	0
21184	AR-130-91241	كما	كما	NO_CHANGE	0	3
21185	AR-130-91241	أن	أن	NO_CHANGE	0	2
21186	AR-130-91241	الكثير	الكثير	NO_CHANGE	0	0
21187	AR-130-91241	من	من	NO_CHANGE	0	1
21188	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21189	AR-130-91241	يراسلون	يراسلون	NO_CHANGE	0	3
21190	AR-130-91241	أكثر	أكثر	NO_CHANGE	0	0
21191	AR-130-91241	من		DELETE	0	1
21192	AR-130-91241	ما	مما	EDIT	0	3
21193	AR-130-91241	يحادثون،	يحادثون،	NO_CHANGE	0	0
21194	AR-130-91241	مما	مما	NO_CHANGE	0	1
21195	AR-130-91241	يؤدي	يؤدي	NO_CHANGE	0	3
21196	AR-130-91241	إلى	إلى	NO_CHANGE	0	1
21197	AR-130-91241	تباعد	تباعد	NO_CHANGE	0	3
21198	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21199	AR-130-91241	وتفكك	وتفكك	NO_CHANGE	0	3
21200	AR-130-91241	العلاقات،	العلاقات	EDIT	0	0
21201	AR-130-91241	خاصةً	خاصة	EDIT	1	2
21202	AR-130-91241	مع	مع	NO_CHANGE	0	0
21203	AR-130-91241	كبار	كبار	NO_CHANGE	0	1
21204	AR-130-91241	السن	السن	NO_CHANGE	0	1
21205	AR-130-91241	الذين	الذين	NO_CHANGE	0	3
21206	AR-130-91241	لا	لا	NO_CHANGE	0	1
21207	AR-130-91241	يستخدمون	يستخدمون	NO_CHANGE	0	1
21208	AR-130-91241	الوسائل	الوسائل	NO_CHANGE	0	2
21209	AR-130-91241	بشكل	بشكل	NO_CHANGE	0	1
21210	AR-130-91241	كبير،	كبير.	EDIT	0	0
21211	AR-130-91241	لذلك	لذلك	NO_CHANGE	0	2
21212	AR-130-91241	على	على	NO_CHANGE	0	1
21213	AR-130-91241	الشخص	الشخص	NO_CHANGE	0	1
21214	AR-130-91241	أن	أن	NO_CHANGE	0	2
21215	AR-130-91241	يعرف	يعرف	NO_CHANGE	0	1
21216	AR-130-91241	كيف	كيف	NO_CHANGE	0	2
21217	AR-130-91241	يوازن	يوازن	NO_CHANGE	0	2
21218	AR-130-91241	بين	بين	NO_CHANGE	0	0
21219	AR-130-91241	الشيئين،	الشيئين،	NO_CHANGE	0	0
21220	AR-130-91241	فعندما	فعندما	NO_CHANGE	0	1
21221	AR-130-91241	يكون	يكون	NO_CHANGE	0	1
21222	AR-130-91241	برفقة	برفقة	NO_CHANGE	0	3
21223	AR-130-91241	شخص	شخص	NO_CHANGE	0	1
21224	AR-130-91241	ما،	ما	EDIT	0	0
21225	AR-130-91241	يفضل	يفضل	NO_CHANGE	0	1
21226	AR-130-91241	أن	أن	NO_CHANGE	0	2
21227	AR-130-91241	لا	لا	NO_CHANGE	0	1
21228	AR-130-91241	يستخدم	يستخدم	NO_CHANGE	0	1
21229	AR-130-91241	هاتفه	هاتفه	NO_CHANGE	0	1
21230	AR-130-91241	والمراسلة	والمراسلة	NO_CHANGE	0	3
21231	AR-130-91241	مع	مع	NO_CHANGE	0	0
21232	AR-130-91241	شخص	شخص	NO_CHANGE	0	1
21233	AR-130-91241	آخر،	آخر	EDIT	1	0
21234	AR-130-91241	فقد	فقد	NO_CHANGE	0	3
21235	AR-130-91241	يعتبر	يعتبر	NO_CHANGE	0	2
21236	AR-130-91241	بعض	بعض	NO_CHANGE	0	1
21237	AR-130-91241	الناس	الناس	NO_CHANGE	0	1
21238	AR-130-91241	ذلك	ذلك	NO_CHANGE	0	2
21239	AR-130-91241	فظاً،	فظا،	EDIT	2	0
21240	AR-130-91241	أو	أو	NO_CHANGE	0	0
21241	AR-130-91241	إذا	إذا	NO_CHANGE	0	0
21242	AR-130-91241	كان	كان	NO_CHANGE	0	1
21243	AR-130-91241	الأمر	الأمر	NO_CHANGE	0	2
21244	AR-130-91241	طارئاً	طارئا	EDIT	1	3
21245	AR-130-91241	فليستأذن	فليستأذن	NO_CHANGE	0	1
21246	AR-130-91241	قليلاً.	قليلا.	EDIT	2	0
21247	AR-130-91241	في	في	NO_CHANGE	0	1
21248	AR-130-91241	هذا	هذا	NO_CHANGE	0	1
21249	AR-130-91241	العصر،	العصر،	NO_CHANGE	0	0
21250	AR-130-91241	المحافظة	المحافظة	NO_CHANGE	0	3
21251	AR-130-91241	على	على	NO_CHANGE	0	1
21252	AR-130-91241	حياة	حياة	NO_CHANGE	0	1
21253	AR-130-91241	إجتماعية	اجتماعية	EDIT	2	1
21254	AR-130-91241	مهم	مهم	NO_CHANGE	0	1
21255	AR-130-91241	جداً،	جدا،	EDIT	2	0
21256	AR-130-91241	وسيساعد	وسيساعد	NO_CHANGE	0	1
21257	AR-130-91241	الشخص	الشخص	NO_CHANGE	0	1
21258	AR-130-91241	في	في	NO_CHANGE	0	1
21259	AR-130-91241	حياته	حياته	NO_CHANGE	0	1
21260	AR-130-91241	بشكل	بشكل	NO_CHANGE	0	1
21261	AR-130-91241	كبير،	كبير،	NO_CHANGE	0	0
21262	AR-130-91241	لذلك	لذلك	NO_CHANGE	0	2
21263	AR-130-91241	يجب	يجب	NO_CHANGE	0	3
21264	AR-130-91241	عليه	عليه	NO_CHANGE	0	1
21265	AR-130-91241	أن	أن	NO_CHANGE	0	2
21266	AR-130-91241	يعرف	يعرف	NO_CHANGE	0	1
21267	AR-130-91241	كيف	كيف	NO_CHANGE	0	2
21268	AR-130-91241	يوازن،	يوازن	EDIT	0	0
21269	AR-130-91241	ويرتب،	ويرتب	EDIT	0	0
21270	AR-130-91241	وينظم	وينظم	NO_CHANGE	0	2
21271	AR-130-91241	وقته	وقته	NO_CHANGE	0	1
21272	AR-130-91241	بشكل	بشكل	NO_CHANGE	0	1
21273	AR-130-91241	جيد.	جيد.	NO_CHANGE	0	0
21274	AR-130-91256	اهم	أهم	EDIT	1	0
21275	AR-130-91256	شيء	شيء	NO_CHANGE	0	1
21276	AR-130-91256	في	في	NO_CHANGE	0	1
21277	AR-130-91256	المجتمع	المجتمع	NO_CHANGE	0	2
21278	AR-130-91256	هو	هو	NO_CHANGE	0	1
21279	AR-130-91256	التسامح.	التسامح،	EDIT	0	0
21280	AR-130-91256	فإن	فإن	NO_CHANGE	0	3
21281	AR-130-91256	لم	لم	NO_CHANGE	0	0
21282	AR-130-91256	تكن	تكن	NO_CHANGE	0	1
21283	AR-130-91256	لديهم	لديه	EDIT	0	3
21284	AR-130-91256	هذه	هذه	NO_CHANGE	0	1
21285	AR-130-91256	الصفه	الصفة	EDIT	1	2
21286	AR-130-91256	،		DELETE	0	0
21287	AR-130-91256	سيكون	سيكون	NO_CHANGE	0	1
21288	AR-130-91256	لديهم	لديه	EDIT	0	3
21289	AR-130-91256	الكثير	الكثير	NO_CHANGE	0	0
21290	AR-130-91256	من	من	NO_CHANGE	0	1
21291	AR-130-91256	المشاكل	المشاكل	NO_CHANGE	0	1
21292	AR-130-91256	مثل	مثل	NO_CHANGE	0	1
21293	AR-130-91256	التنمر	التنمر	NO_CHANGE	0	0
21294	AR-130-91256	و		DELETE	2	1
21295	AR-130-91256	السرقه	والسرقة	EDIT	1	1
21296	AR-130-91256	و		DELETE	2	1
21297	AR-130-91256	الحسد.	والحسد،	EDIT	0	0
21298	AR-130-91256	لهذا	لهذا	NO_CHANGE	0	1
21299	AR-130-91256	يجب	يجب	NO_CHANGE	0	3
21300	AR-130-91256	ان	أن	EDIT	1	2
21301	AR-130-91256	نسامح	نسامح	NO_CHANGE	0	1
21302	AR-130-91256	و	وأن	EDIT	2	1
